"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UBA52",3.33161364138018e-200,-0.941103893609991,0.779,0.956,1.05035783271793e-195
"GAS7",4.04021744640488e-200,1.24635645043387,0.447,0.156,1.27375935432807e-195
"PRKACB",4.80785898227416e-200,1.35417643879321,0.496,0.192,1.51577370134157e-195
"LIPA",7.43900262179348e-200,1.20913429145778,0.425,0.137,2.34529435657283e-195
"LAMP1",2.1592673234416e-199,1.45679446536697,0.614,0.309,6.80752209061433e-195
"ZFP36L1",9.9849166454533e-199,-1.82475399478956,0.048,0.542,3.14794467081206e-194
"RASGRF1",1.54749485020911e-198,0.475465283140866,0.123,0.013,4.87878701425425e-194
"MYH14",2.92566302932798e-198,0.42301193306374,0.117,0.012,9.22373783256232e-194
"ADD3",4.34440643647699e-198,1.24725500428506,0.466,0.168,1.3696610172281e-193
"RPL26",1.28380669786599e-197,-1.11507942202533,0.846,0.973,4.0474573763621e-193
"RTN3",1.88004654477893e-197,1.2362074190993,0.778,0.531,5.92722274172453e-193
"RPL10A",1.99061764084093e-197,-1.12465642846484,0.751,0.938,6.27582023627919e-193
"CALM1",2.4156994971315e-197,0.94355261226345,0.937,0.794,7.61597580460647e-193
"PSEN1",1.98011047051579e-196,1.10610851475479,0.369,0.107,6.24269428039514e-192
"LACC1",2.11750496228412e-196,0.642089847516181,0.149,0.019,6.67585789459315e-192
"RNF130",5.06961042252653e-196,1.42486421160672,0.613,0.311,1.59829607790994e-191
"SYNGR2",9.34908665183968e-195,1.18254556875205,0.419,0.138,2.94748654872549e-190
"RPS23",1.33918995086632e-194,-1.06010201527384,0.841,0.979,4.22206415809623e-190
"LIPE",6.60412615306765e-194,0.728268550463673,0.191,0.031,2.08208285227764e-189
"MOB3B",1.57366399805922e-193,1.0806529039728,0.359,0.102,4.96129048668129e-189
"ALCAM",1.7880309604079e-193,1.23254883716363,0.584,0.254,5.63712520887798e-189
"RPS14",1.82806348586604e-193,-1.00044609785293,0.894,0.982,5.76333575188986e-189
"UNC5B",2.20077261055528e-193,0.852416042802506,0.255,0.053,6.93837580929765e-189
"FAXDC2",7.61673620007195e-193,0.788912976570203,0.204,0.035,2.40132842179668e-188
"SCD5",9.72849089487359e-193,1.15111001263428,0.752,0.413,3.0671013244268e-188
"PRUNE2",1.13139593809485e-192,1.3261178058965,0.484,0.184,3.56695197403163e-188
"ELMO1",1.56836067314672e-192,1.04873873444899,0.379,0.112,4.94457069422968e-188
"LGALS3BP",1.62586751538094e-192,1.37849003108922,0.633,0.328,5.12587251574148e-188
"CERS2",2.7414171350882e-192,1.27919467992102,0.401,0.131,8.64286580179258e-188
"PHACTR3",2.04051574163309e-191,0.903475113705242,0.295,0.07,6.43313397864664e-187
"FRYL",2.38774459790478e-191,1.3087548648178,0.492,0.194,7.52784239381441e-187
"CLIC1",5.71316806211389e-191,-1.36226151115381,0.122,0.599,1.80119049494264e-186
"PLEKHA1",1.01946298766872e-190,1.03842521884866,0.321,0.083,3.21406096122317e-186
"RNH1",1.0771221890671e-189,1.50790445146683,0.658,0.384,3.39584312547185e-185
"PROX1",1.17801360020442e-189,1.2335629682808,0.424,0.143,3.71392347736448e-185
"RYBP",1.37282236348044e-189,1.12277696678437,0.357,0.104,4.32809706534478e-185
"COBL",2.16819073920867e-189,0.938207626323936,0.289,0.068,6.83565494350316e-185
"RPL9",3.33776548833711e-189,-0.962467626391283,0.855,0.968,1.05229732550804e-184
"RPS17",1.84302998546742e-188,-1.16149764129244,0.764,0.96,5.81052063518315e-184
"RPL18",3.78231216321945e-188,-1.12593875770415,0.819,0.961,1.1924495556982e-183
"UBL3",9.29481623462955e-188,1.36663435374829,0.56,0.261,2.93037671429166e-183
"MOSPD2",1.35595762277183e-187,1.04318021642508,0.305,0.078,4.27492759731274e-183
"PAQR4",1.92214277616089e-187,0.993990143821888,0.315,0.081,6.05993953040245e-183
"NCOA7",3.15654507303363e-187,1.24232724789083,0.434,0.153,9.95163965175314e-183
"RPL14",7.79611390392724e-187,-1.10343003138737,0.723,0.942,2.45788083049114e-182
"CYP27A1",5.19233690119373e-186,0.941292029569911,0.282,0.067,1.63698805483935e-181
"DNAJB2",9.87973887284791e-186,1.31812630702735,0.478,0.188,3.11478527444276e-181
"MEG3",2.52320417374602e-185,-2.16533491315805,0.091,0.551,7.95490579856908e-181
"COL4A5",7.80966880166959e-185,0.719399285698596,0.182,0.029,2.46215428310237e-180
"FUT8",1.37021694197209e-184,1.02829588959904,0.31,0.081,4.3198829529554e-180
"DST",4.05761180297144e-184,1.17550672403178,0.806,0.557,1.27924327312281e-179
"ABHD17A",5.02623916373516e-183,1.27845238326352,0.429,0.155,1.58462242115078e-178
"AC003659.1",6.11165534901607e-183,0.488654527172065,0.107,0.01,1.9268215818843e-178
"RPL15",1.35132839416603e-182,-0.998893102496917,0.915,0.975,4.26033302828725e-178
"PRIMA1",2.03328106297777e-182,0.49960743779093,0.151,0.021,6.41032520725002e-178
"FAAH",2.80773552312339e-182,0.53281665170257,0.135,0.017,8.8519477837511e-178
"CDK19",4.07748966327216e-180,1.09850429643351,0.369,0.114,1.28551016613981e-175
"ZFYVE16",5.02971388018881e-180,1.28504737277024,0.508,0.213,1.58571789500713e-175
"ARHGAP22",8.05505651549183e-180,0.77614778928196,0.222,0.043,2.53951766763911e-175
"TMEM165",1.12484737560071e-178,1.42472893214467,0.621,0.34,3.54630632105634e-174
"MAST3",9.25246053407543e-178,0.625756983589071,0.154,0.022,2.91702323257796e-173
"PRR5L",1.24918465438164e-177,0.540794765811226,0.148,0.02,3.93830445986898e-173
"RPS5",9.72181126996278e-177,-1.26434018210449,0.792,0.946,3.06499543908117e-172
"NALCN",5.05379472573026e-176,0.456906004164725,0.118,0.013,1.59330986318098e-171
"AMD1",2.72387570285551e-174,1.34919206078798,0.681,0.404,8.58756292839257e-170
"RPS25",4.23116778013441e-174,-0.990668806576559,0.809,0.965,1.33396026604298e-169
"TARSL2",5.7626030703289e-174,1.04629886283854,0.352,0.106,1.81677586998259e-169
"RPL34",6.0724433255762e-174,-1.00736220623065,0.836,0.979,1.91445920725441e-169
"PLA2G4C",9.45912540959545e-174,0.694019893820747,0.187,0.032,2.98217846788316e-169
"RPL37A",1.70653887946588e-173,-1.04898449393917,0.831,0.978,5.38020512529208e-169
"SNX30",8.01523362305581e-173,0.740700758840285,0.208,0.04,2.52696270434081e-168
"RPS21",5.56078034124411e-172,-1.09825824437501,0.648,0.924,1.75314721818403e-167
"NPC1",6.47394058397922e-172,0.926367337457621,0.267,0.064,2.04103924791113e-167
"RGCC",2.58944918096101e-171,0.948257258819136,0.47,0.163,8.16375643281577e-167
"RPL5",3.67174258279481e-171,-1.01034198362702,0.808,0.948,1.15759028407772e-166
"RFFL",2.75012009033508e-170,1.03590535618737,0.324,0.093,8.67030360879939e-166
"RDX",3.72961409459884e-170,0.978826060249072,0.836,0.599,1.17583543560418e-165
"RPL31",1.276054770414e-169,-1.03833930646667,0.737,0.953,4.02301787468422e-165
"RPL7A",2.22371642195763e-169,-0.946258247155182,0.837,0.96,7.01071076350582e-165
"JPT1",6.91084851499744e-169,-1.50895115492933,0.189,0.64,2.17878321132324e-164
"SLC6A1",3.84480902586112e-168,0.874931589021285,0.245,0.055,1.21215294158323e-163
"SEPTIN7",1.71678936419681e-167,0.802230952997455,0.968,0.883,5.41252182850329e-163
"ID2",2.16986942211374e-167,-1.74707584346051,0.154,0.596,6.840947327098e-163
"PRKCZ",1.78436314409277e-166,0.750332505911552,0.216,0.044,5.62556168438129e-162
"TIMP1",1.84329100596341e-166,-1.83332042708726,0.204,0.636,5.81134355450084e-162
"MAP4K4",3.87826260866513e-166,1.3009841648326,0.599,0.332,1.22269985263386e-161
"PHLDA3",4.34549321101335e-166,1.22548419472053,0.39,0.134,1.37000364463618e-161
"TYMSOS",6.17121920597263e-166,0.911413146681368,0.225,0.048,1.94560027906699e-161
"PTP4A2",2.36225386572172e-165,1.31256504706527,0.691,0.469,7.44747776246087e-161
"ITPKB",1.12277984778342e-163,0.929278245958582,0.266,0.066,3.53978802610679e-159
"CCP110",1.27046040841965e-163,1.18522466956397,0.4,0.141,4.00538052962464e-159
"TFEB",1.49566353568989e-163,0.737719326855393,0.216,0.045,4.7153784289695e-159
"RPL17",3.40143449007803e-163,-1.2303099353619,0.86,0.965,1.0723702516869e-158
"ATP5MF",5.52019461647171e-162,-1.05325664208796,0.426,0.817,1.74035175673503e-157
"TPI1",1.67646944194061e-161,-1.15794021594318,0.551,0.861,5.28540520960616e-157
"RNF144A",1.98320080726958e-158,0.733735922721906,0.23,0.051,6.25243718507881e-154
"ASPHD1",1.15531226651385e-157,0.929479043839757,0.282,0.075,3.64235298263822e-153
"BHLHE41",1.35292293818927e-156,1.09861394587347,0.428,0.159,4.26536014722932e-152
"ZDHHC9",1.53136458220685e-156,1.16605540120692,0.447,0.18,4.82793311832354e-152
"PKM",3.44253364440063e-156,-1.22399184264375,0.384,0.763,1.08532758207019e-151
"RPL30",9.4706044580479e-156,-0.969538946402429,0.806,0.966,2.98579746748876e-151
"MFAP3L",1.07893125516876e-155,0.787701934704322,0.232,0.053,3.40154656817054e-151
"CD9",1.31096475745735e-155,1.14828735752482,0.837,0.585,4.13307859083578e-151
"SEC61G",2.65471934853136e-155,-3.16104683646671,0.49,0.815,8.36953369011482e-151
"SGK1",5.84076698596573e-155,1.18266782083757,0.568,0.271,1.84141860766542e-150
"DIP2B",6.04205999948747e-155,1.00284620846398,0.342,0.109,1.90488025603842e-150
"ZNF488",6.24680862441135e-155,0.61475515060123,0.174,0.031,1.96943135501817e-150
"GPM6A",8.85536517873416e-155,-1.54500372764479,0.157,0.59,2.79183097989952e-150
"JAM3",4.18793327680034e-154,1.13851645690971,0.398,0.146,1.32032972417684e-149
"RPS27",6.7932790757391e-154,-1.19377369336405,0.863,0.982,2.14171709420827e-149
"RHOG",1.4179854585439e-153,1.18217662204107,0.48,0.21,4.47048275515135e-149
"ANXA2",2.41830760175718e-153,-1.43880363125034,0.155,0.579,7.62419837605987e-149
"RPS12",3.707458578191e-153,-1.11837312498658,0.824,0.973,1.16885046594628e-148
"LPGAT1",4.26717666604651e-153,0.981469280261741,0.302,0.088,1.34531278750448e-148
"SNCA",5.14496608989915e-153,0.906706398619917,0.312,0.091,1.62205345916251e-148
"PTPRK",5.89179341804395e-153,0.79076198387559,0.253,0.062,1.85750571090672e-148
"TMEM59",1.18896329900342e-152,1.14215895929671,0.78,0.645,3.74844459276808e-148
"ERMP1",4.60427009773219e-152,0.485603098078866,0.12,0.016,1.45158823371203e-147
"AMOTL2",9.87879702686313e-152,0.857936250086359,0.274,0.073,3.11448833865914e-147
"RPL19",2.97585137528121e-151,-0.827311531147336,0.913,0.974,9.38196663084908e-147
"KIF13B",6.40437630716778e-151,0.984417709225944,0.287,0.082,2.01910771836079e-146
"RPS15",1.68013681220357e-150,-0.918975761656748,0.848,0.933,5.29696732783419e-146
"MIGA1",4.92135631538534e-150,1.0445534868749,0.369,0.129,1.55155600555154e-145
"KCNJ2",3.56336221815034e-149,0.520673941925776,0.118,0.015,1.12342120651626e-144
"PRDX1",1.62648387124314e-148,1.01511399726106,0.877,0.798,5.12781570086826e-144
"RAB11FIP4",1.90659943052845e-148,0.585764632985912,0.18,0.034,6.01093602462706e-144
"CYTH1",2.26796886870564e-148,0.885301542254259,0.272,0.074,7.15022545236828e-144
"SHROOM4",2.42987025497551e-148,0.592120661745453,0.178,0.033,7.66065195286131e-144
"RPS2",8.66846314485564e-148,-1.22809476505816,0.902,0.912,2.73290637567864e-143
"HIPK2",2.576134273043e-147,1.24597071324448,0.547,0.289,8.12177852262265e-143
"CPPED1",4.84159138587817e-147,0.675371441108931,0.19,0.038,1.52640851622581e-142
"RALGDS",5.80500956090956e-147,1.06078112586769,0.419,0.164,1.83014536426796e-142
"ST3GAL4",1.19612285231809e-146,1.03691933643292,0.294,0.087,3.77101651650323e-142
"AMPD3",2.79894202240015e-146,0.465279296259147,0.137,0.021,8.82422451402095e-142
"PTK2",3.14748720387708e-146,1.19529337110335,0.427,0.175,9.92308290766328e-142
"OCIAD2",1.28402494972111e-145,-1.51140265479295,0.093,0.501,4.04814545898574e-141
"PCDH10",5.40098761882072e-145,1.20522299758574,0.415,0.159,1.70276936658561e-140
"TPPP3",1.30270224729388e-144,0.987396175832128,0.553,0.252,4.1070293750434e-140
"RPL37",1.56707432748699e-143,-1.15716630025108,0.743,0.948,4.94051523226823e-139
"REEP3",2.33353790333326e-143,1.18343849462058,0.476,0.22,7.35694494783877e-139
"FAM53B",2.5224672939705e-143,0.686707834461121,0.191,0.04,7.95258263770079e-139
"EPB41L1",4.47843882751991e-143,0.772934435017608,0.231,0.056,1.4119174091522e-138
"NT5DC1",7.40865409823091e-143,0.800096504502953,0.215,0.05,2.33572637754926e-138
"SCN1B",8.4667932514538e-143,0.709442639508023,0.192,0.04,2.66932590838584e-138
"ANKH",2.13427243262123e-142,1.00634526381868,0.338,0.113,6.72872069832495e-138
"OTUD7B",3.08544661073689e-142,0.901983317361358,0.292,0.086,9.7274875296702e-138
"TMEFF1",5.77047629737209e-141,0.822925152791016,0.232,0.057,1.8192580622725e-136
"B2M",8.45313555766856e-141,0.872418147116342,0.988,0.906,2.66502004726617e-136
"RTKN",1.13467188643027e-140,1.06222419371917,0.396,0.151,3.57728005634872e-136
"KLF13",4.14770423157481e-140,0.902646147195091,0.322,0.103,1.30764671308859e-135
"AC110285.1",4.59883154726337e-140,0.39122450240694,0.101,0.012,1.44987362190572e-135
"SNHG29",6.97748505999487e-140,-1.18201833301201,0.484,0.815,2.19979171486458e-135
"IGFBP2",1.10966639217972e-139,-3.05553671008108,0.068,0.458,3.49844523462501e-135
"NGFR",1.18377560584469e-139,0.882355918771002,0.174,0.034,3.73208935254656e-135
"AC105383.1",1.8086189527226e-139,0.39720729478802,0.104,0.013,5.70203297224855e-135
"S100A11",1.89928511521334e-139,-1.88140038221633,0.08,0.47,5.98787618273311e-135
"PAIP2B",1.92028758832932e-139,0.521458277557776,0.144,0.024,6.05409067972586e-135
"PHYHIPL",9.88119171791086e-139,0.997933715302257,0.449,0.181,3.11524331290576e-134
"GALNT15",2.70779820401558e-138,0.780430073865842,0.212,0.049,8.53687539779991e-134
"STRN",4.22990031486694e-138,0.985062989729863,0.334,0.113,1.3335606722681e-133
"NEO1",9.01252517644068e-138,0.897738981586633,0.266,0.074,2.84137881237645e-133
"NCAM1",6.65984468750555e-137,1.11667552295048,0.638,0.381,2.09964923462987e-132
"TALDO1",1.12300312438029e-136,1.19217874192315,0.666,0.465,3.54049195023374e-132
"CADM2",1.82555633903798e-136,1.2013782807513,0.482,0.215,5.75543147008504e-132
"DTX4",1.33524502755508e-135,0.407396594640984,0.105,0.013,4.2096269983729e-131
"RPL13",1.95785578366469e-135,-0.966818970831755,0.929,0.907,6.17253192915966e-131
"ITM2B",2.91242425872056e-135,0.817653641505974,0.881,0.742,9.18199996046832e-131
"SLC38A2",3.08099585947048e-135,1.20272499491933,0.505,0.25,9.7134556461526e-131
"CSRP2",3.23696943816224e-135,-1.59454917607838,0.038,0.421,1.02051935476941e-130
"TUBB",4.4282464419089e-135,-1.46838663739355,0.462,0.795,1.39609325574062e-130
"RPL22",1.60541480070405e-134,-0.897821207041309,0.729,0.932,5.06139124217967e-130
"LLGL1",3.6154175418174e-134,0.669002501355128,0.183,0.039,1.13983268840877e-129
"IL1RAPL1",8.50123647865023e-134,0.500206415042569,0.126,0.019,2.68018482462406e-129
"PSAT1",1.31899258072056e-133,1.12680507883155,0.504,0.241,4.1583879092377e-129
"SH3PXD2A",8.39725356756857e-133,0.596955422946731,0.165,0.032,2.64740213224734e-128
"LGALS3",1.09993358402683e-132,-2.23107632363149,0.102,0.479,3.46776061036138e-128
"EMP3",2.286434222531e-132,-1.59117726234718,0.052,0.432,7.20844117337347e-128
"COLGALT2",3.08964477085585e-131,0.953748270520013,0.303,0.098,9.74072306907723e-127
"H2AFZ",3.81762467783192e-131,-1.44296026225141,0.459,0.799,1.20358253218007e-126
"PLD1",5.31948788723214e-131,0.488004586264796,0.134,0.022,1.67707494620768e-126
"DHCR24",5.33015638198764e-131,0.954109612464774,0.298,0.094,1.68043840254924e-126
"RPS13",1.73816705626358e-130,-0.979653197324786,0.784,0.949,5.47991927828219e-126
"RUFY2",1.87854566057722e-130,0.950881425763673,0.331,0.115,5.92249090410179e-126
"CCDC88A",4.54708368167649e-130,1.12900442894721,0.719,0.553,1.43355907232215e-125
"SAT1",6.23022302896602e-130,-2.09796433093442,0.318,0.672,1.96420241434212e-125
"FBXO32",1.09402706368203e-129,1.11180229250619,0.421,0.173,3.44913912367034e-125
"NACA",1.30443940363908e-129,-0.798171290587252,0.782,0.942,4.11250610785291e-125
"TTYH1",1.80615544295086e-129,0.98314295373218,0.619,0.334,5.69426626499119e-125
"NEAT1",1.87734008292625e-129,0.793033603396831,0.946,0.734,5.91869007944157e-125
"IGFBP5",2.15210875093861e-129,-3.07435856197937,0.065,0.437,6.78495325908416e-125
"MPC1",2.93460094094717e-129,1.09388243979579,0.667,0.463,9.25191638652416e-125
"ERBIN",2.03494986815476e-128,1.15296829305145,0.438,0.197,6.41558644933151e-124
"SOX4",7.27987043364572e-128,-1.91174350451182,0.131,0.529,2.29512475161548e-123
"WNK1",8.49049499659207e-128,1.26729267705392,0.529,0.298,2.67679835757558e-123
"STX4",1.02015838951044e-127,1.19213804262253,0.439,0.204,3.21625335460957e-123
"FXYD6",1.57284981301128e-127,-1.22827820073322,0.098,0.492,4.95872360548066e-123
"RPS29",3.30703377380622e-127,-1.02804521347079,0.787,0.955,1.04260853786789e-122
"CD22",3.52547927825709e-127,0.678560463110353,0.199,0.046,1.11147785205611e-122
"ZNF365",3.52769284508126e-127,0.507539651778239,0.123,0.019,1.11217572326877e-122
"RAB33A",3.79047735388282e-127,0.907419514183217,0.308,0.101,1.19502379535864e-122
"NDST1",5.58101231840599e-127,0.789347692672661,0.231,0.061,1.75952575362386e-122
"C1orf122",1.13889708118532e-126,1.16858335068353,0.648,0.459,3.59060082785296e-122
"COL18A1",2.67472926524775e-126,0.596708726023617,0.174,0.036,8.43261895454657e-122
"AFMID",7.2970123978835e-126,0.791595583975512,0.262,0.076,2.30052909868073e-121
"AGPAT4",8.52346318507862e-126,1.03552393878268,0.402,0.167,2.68719223835974e-121
"GABARAPL2",1.56189446662298e-125,0.904364547629259,0.808,0.676,4.92418468492226e-121
"TCEAL7",3.7869468591636e-125,1.17041219505683,0.5,0.253,1.19391073628851e-120
"PTMS",6.68250850450097e-125,-1.22240794463035,0.132,0.51,2.10679445621402e-120
"HTRA1",8.58313182309846e-125,1.06994803398508,0.553,0.297,2.70600396986825e-120
"DSCAML1",1.2197327920055e-124,0.39763803986959,0.114,0.017,3.84545157335575e-120
"MT1X",1.24428651356351e-124,-2.38339519786004,0.162,0.544,3.92286209131166e-120
"PRKCSH",2.67058594367198e-124,1.2127661086136,0.512,0.28,8.41955630461465e-120
"ARAP2",5.42251414349534e-124,1.03257697009901,0.337,0.124,1.70955603401978e-119
"ARHGEF37",7.47641591061692e-124,0.550278872072308,0.163,0.033,2.3570896441402e-119
"MYLIP",1.79339817041746e-123,0.773602597538447,0.23,0.061,5.65404641187511e-119
"EML2",3.53079041698209e-123,0.845671252103905,0.253,0.074,1.11315229476194e-118
"CD151",3.90521613943899e-123,-1.10756077715769,0.05,0.41,1.23119749228093e-118
"LITAF",6.05591572755251e-123,1.09733573966681,0.492,0.252,1.90924855142548e-118
"SPTLC2",1.58301963828398e-122,0.909404429689413,0.325,0.114,4.99078601361789e-118
"LZTS2",2.74946728182579e-122,0.685537424521726,0.205,0.051,8.66824549941218e-118
"SERINC5",5.10708396354803e-122,0.972327189301394,0.432,0.186,1.61011036118779e-117
"LINC01315",8.51569900525802e-122,0.687143237288867,0.213,0.054,2.6847444253877e-117
"MPP2",8.66420783163516e-122,0.577559513682342,0.174,0.038,2.73156480307962e-117
"ICOSLG",1.31408933043801e-121,0.488481122661337,0.119,0.019,4.14292943207192e-117
"AGTPBP1",1.32188546498944e-121,0.700828608421113,0.216,0.055,4.16750830547222e-117
"CDR2L",2.24376236469955e-121,0.51087433543458,0.13,0.022,7.07390960718828e-117
"RPL28",4.15293565838001e-121,-1.16284386242184,0.824,0.971,1.30929602501747e-116
"MEGF9",1.88600382966651e-120,0.829706542726153,0.265,0.08,5.94600427378961e-116
"NME2",5.18189435009634e-120,-0.884560583456333,0.555,0.823,1.63369583175487e-115
"CYB5R2",9.26260884985867e-119,0.563625099471564,0.14,0.026,2.92022269209494e-114
"NECTIN1",1.53900541712119e-118,0.710089516215383,0.208,0.053,4.85202237855798e-114
"TULP4",2.52029974251741e-118,1.01802617481901,0.333,0.124,7.94574899823464e-114
"S100A6",2.59584043297664e-118,-1.78954970104189,0.459,0.761,8.18390613304547e-114
"BBX",3.15424964515584e-118,1.13782790210322,0.634,0.447,9.9444028562828e-114
"PLXNB1",3.44908392865655e-118,0.7212505781102,0.218,0.057,1.08739269018755e-113
"LAPTM4A",8.37063501226022e-118,-1.00134292683083,0.248,0.62,2.63901010031528e-113
"SLC6A9",1.05167520431684e-117,0.581405448699735,0.179,0.04,3.31561641664969e-113
"SH3BP5",1.40228419170379e-117,0.971373855697931,0.295,0.101,4.42098137118452e-113
"COX5B",8.34889469663823e-117,0.942252011712929,0.82,0.777,2.63215603100913e-112
"NRCAM",8.72893050753042e-117,-1.1872939325579,0.06,0.404,2.75196992110912e-112
"NENF",9.01639115237042e-117,1.24530512158319,0.604,0.381,2.84259763860782e-112
"SMS",1.94452862476394e-116,-0.936840180507585,0.082,0.444,6.13051539529328e-112
"BRSK1",2.26787832378979e-116,0.656409289848038,0.199,0.049,7.14993999141206e-112
"DBI",4.18678229454658e-116,-1.35643328837262,0.716,0.877,1.3199668540017e-111
"GNG5",1.80405402684361e-115,-0.84610075582872,0.285,0.67,5.68764113042985e-111
"CPM",1.86092198381009e-115,0.848544846483367,0.32,0.112,5.86692873835808e-111
"SNORC",2.38676786984835e-115,0.648178364490376,0.151,0.03,7.52476306327091e-111
"RHOC",4.73944781810484e-115,-0.972814488204541,0.124,0.494,1.49420571361391e-110
"TJP2",1.78238108238631e-114,0.861111921163863,0.28,0.091,5.61931283843932e-110
"AKAP6",3.50495320010231e-114,0.791378822650605,0.255,0.077,1.10500659539626e-109
"CTNNA3",3.93529405045304e-114,0.411666037026041,0.1,0.014,1.24068015528633e-109
"FN3K",1.41830422354185e-113,0.552326062870062,0.149,0.03,4.47148772556041e-109
"PCBP4",1.99095767196502e-113,1.06069246459464,0.395,0.175,6.27689225240413e-109
"EGFR",3.36472250053009e-113,-1.57025123254818,0.021,0.353,1.06079606274212e-108
"YWHAQ",4.10865611082855e-113,0.959523819666343,0.758,0.617,1.29533601206092e-108
"CCNE2",5.34121106655411e-113,0.637419302127103,0.2,0.051,1.68392361295252e-108
"TMEM140",5.36851315864806e-113,0.642546887094175,0.178,0.042,1.69253114352697e-108
"EFNA1",9.73822168435119e-113,0.943313851462868,0.291,0.098,3.0701691504254e-108
"LRP1",1.93036519704528e-112,-0.91909117696938,0.058,0.407,6.08586235672465e-108
"NDUFA4",4.0275432520813e-112,-0.737567825874127,0.75,0.928,1.26976356108367e-107
"VCAN",1.29940192981554e-111,-1.19740869804521,0.076,0.426,4.09662446412944e-107
"INPP1",2.74797967157674e-111,0.848996155409616,0.295,0.104,8.66355551057999e-107
"PDE8A",2.77193406451295e-111,0.708552366572502,0.196,0.05,8.73907652518999e-107
"RPS3",5.08640550698702e-111,-0.821561569394381,0.867,0.954,1.6035910641878e-106
"ENO1",5.52038430070663e-111,-1.04247654107328,0.533,0.795,1.74041155848378e-106
"CPB2-AS1",5.82570007624517e-111,0.590889718880864,0.17,0.038,1.83666846303782e-106
"MINDY1",2.11057358063019e-110,0.583233050306797,0.166,0.037,6.65400532765281e-106
"CTNNA1",3.05363169768241e-110,1.11207822012531,0.567,0.357,9.62718465328332e-106
"DACT3",2.87325741786884e-109,0.716043233503987,0.234,0.069,9.0585186613151e-105
"CRYL1",2.98908503288097e-109,0.923322220226838,0.363,0.152,9.42368838316384e-105
"TECPR2",5.02995855113489e-109,0.693470957087621,0.215,0.059,1.5857950324163e-104
"SNRPD2",6.99149339647716e-109,-0.862184286940922,0.471,0.782,2.20420812310735e-104
